Fecha;cod_ine;CCAA;Casos;PCR+;TestAc+;Hospitalizados;UCI;Fallecidos;Recuperados
20/02/2020;1;Andalucia;;;;;;;
20/02/2020;2;Aragon;;;;;;;
20/02/2020;3;Asturias;;;;;;;
20/02/2020;4;Baleares;1;;;;;;
20/02/2020;5;Canarias;1;;;;;;
20/02/2020;6;Cantabria;;;;;;;
20/02/2020;8;Castilla La Mancha;;;;;;;
20/02/2020;7;Castilla y Leon;0;;;;;;
20/02/2020;9;Cataluna;0;;;;;;
20/02/2020;18;Ceuta;;;;;;;
20/02/2020;10;C. Valenciana;;;;26;0;;
20/02/2020;11;Extremadura;;;;;;;
20/02/2020;12;Galicia;;;;;;;
20/02/2020;13;Madrid;;0;;;;;
20/02/2020;19;Melilla;;;;;;;
20/02/2020;14;Murcia;;;;;;;
20/02/2020;15;Navarra;;;;;;;
20/02/2020;16;Pais Vasco;;;;;;;
20/02/2020;17;La Rioja;;;;;;;
21/02/2020;1;Andalucia;;;;;;;
21/02/2020;2;Aragon;;;;;;;
21/02/2020;3;Asturias;;;;;;;
21/02/2020;4;Baleares;1;;;;;;
21/02/2020;5;Canarias;1;;;;;;
21/02/2020;6;Cantabria;;;;;;;
21/02/2020;8;Castilla La Mancha;;;;;;;
21/02/2020;7;Castilla y Leon;0;;;;;;
21/02/2020;9;Cataluna;0;;;;;;
21/02/2020;18;Ceuta;;;;;;;
21/02/2020;10;C. Valenciana;;;;30;1;;
21/02/2020;11;Extremadura;;;;;;;
21/02/2020;12;Galicia;;;;;;;
21/02/2020;13;Madrid;;0;;;;;
21/02/2020;19;Melilla;;;;;;;
21/02/2020;14;Murcia;;;;;;;
21/02/2020;15;Navarra;;;;;;;
21/02/2020;16;Pais Vasco;;;;;;;
21/02/2020;17;La Rioja;;;;;;;
22/02/2020;1;Andalucia;;;;;;;
22/02/2020;2;Aragon;;;;;;;
22/02/2020;3;Asturias;;;;;;;
22/02/2020;4;Baleares;1;;;;;;
22/02/2020;5;Canarias;1;;;;;;
22/02/2020;6;Cantabria;;;;;;;
22/02/2020;8;Castilla La Mancha;;;;;;;
22/02/2020;7;Castilla y Leon;0;;;;;;
22/02/2020;9;Cataluna;0;;;;;;
22/02/2020;18;Ceuta;;;;;;;
22/02/2020;10;C. Valenciana;;;;33;1;;
22/02/2020;11;Extremadura;;;;;;;
22/02/2020;12;Galicia;;;;;;;
22/02/2020;13;Madrid;;0;;;;;
22/02/2020;19;Melilla;;;;;;;
22/02/2020;14;Murcia;;;;;;;
22/02/2020;15;Navarra;;;;;;;
22/02/2020;16;Pais Vasco;;;;;;;
22/02/2020;17;La Rioja;;;;;;;
23/02/2020;1;Andalucia;;;;;;;
23/02/2020;2;Aragon;;;;;;;
23/02/2020;3;Asturias;;;;;;;
23/02/2020;4;Baleares;1;;;;;;
23/02/2020;5;Canarias;1;;;;;;
23/02/2020;6;Cantabria;;;;;;;
23/02/2020;8;Castilla La Mancha;;;;;;;
23/02/2020;7;Castilla y Leon;0;;;;;;
23/02/2020;9;Cataluna;0;;;;;;
23/02/2020;18;Ceuta;;;;;;;
23/02/2020;10;C. Valenciana;;;;38;2;;
23/02/2020;11;Extremadura;;;;;;;
23/02/2020;12;Galicia;;;;;;;
23/02/2020;13;Madrid;;0;;;;;
23/02/2020;19;Melilla;;;;;;;
23/02/2020;14;Murcia;;;;;;;
23/02/2020;15;Navarra;;;;;;;
23/02/2020;16;Pais Vasco;;;;;;;
23/02/2020;17;La Rioja;;;;;;;
24/02/2020;1;Andalucia;;;;;;;
24/02/2020;2;Aragon;;;;;;;
24/02/2020;3;Asturias;;;;;;;
24/02/2020;4;Baleares;1;;;;;;
24/02/2020;5;Canarias;2;;;;;;
24/02/2020;6;Cantabria;;;;;;;
24/02/2020;8;Castilla La Mancha;;;;;;;
24/02/2020;7;Castilla y Leon;0;;;;;;
24/02/2020;9;Cataluna;0;;;;;;
24/02/2020;18;Ceuta;;;;;;;
24/02/2020;10;C. Valenciana;;;;49;2;;
24/02/2020;11;Extremadura;;;;;;;
24/02/2020;12;Galicia;;;;;;;
24/02/2020;13;Madrid;;0;;;;;
24/02/2020;19;Melilla;;;;;;;
24/02/2020;14;Murcia;;;;;;;
24/02/2020;15;Navarra;;;;;;;
24/02/2020;16;Pais Vasco;;;;;;;
24/02/2020;17;La Rioja;;;;;;;
25/02/2020;1;Andalucia;;0;;;;;
25/02/2020;2;Aragon;;;;;;;
25/02/2020;3;Asturias;;;;;;;
25/02/2020;4;Baleares;1;;;;;;
25/02/2020;5;Canarias;5;;;;;;
25/02/2020;6;Cantabria;;;;;;;
25/02/2020;8;Castilla La Mancha;;;;;;;
25/02/2020;7;Castilla y Leon;0;;;;;;
25/02/2020;9;Cataluna;1;;;;;;
25/02/2020;18;Ceuta;;;;;;;
25/02/2020;10;C. Valenciana;1;;;58;2;;
25/02/2020;11;Extremadura;;;;;;;
25/02/2020;12;Galicia;;;;;;;
25/02/2020;13;Madrid;;1;;;;;
25/02/2020;19;Melilla;;;;;;;
25/02/2020;14;Murcia;;;;;;;
25/02/2020;15;Navarra;;;;;;;
25/02/2020;16;Pais Vasco;;;;;;;
25/02/2020;17;La Rioja;;;;;;;
26/02/2020;1;Andalucia;;1;;;;;
26/02/2020;2;Aragon;;;;;;;
26/02/2020;3;Asturias;;;;;;;
26/02/2020;4;Baleares;1;;;;;;
26/02/2020;5;Canarias;6;;;;;;
26/02/2020;6;Cantabria;;;;;;;
26/02/2020;8;Castilla La Mancha;;;;;;;
26/02/2020;7;Castilla y Leon;0;;;;;;
26/02/2020;9;Cataluna;2;;;;;;
26/02/2020;18;Ceuta;;;;;;;
26/02/2020;10;C. Valenciana;2;;;63;3;;
26/02/2020;11;Extremadura;;;;;;;
26/02/2020;12;Galicia;;;;;;;
26/02/2020;13;Madrid;;5;;;;;
26/02/2020;19;Melilla;;;;;;;
26/02/2020;14;Murcia;;;;;;;
26/02/2020;15;Navarra;;;;;;;
26/02/2020;16;Pais Vasco;;;;;;;
26/02/2020;17;La Rioja;;;;;;;
27/02/2020;1;Andalucia;;6;;;;;
27/02/2020;2;Aragon;;;;;;;
27/02/2020;3;Asturias;;;;;;;
27/02/2020;4;Baleares;1;;;;;;
27/02/2020;5;Canarias;6;;;;;;
27/02/2020;6;Cantabria;;;;;;;
27/02/2020;8;Castilla La Mancha;;;;;;;
27/02/2020;7;Castilla y Leon;0;;;;;;
27/02/2020;9;Cataluna;3;;;;;;
27/02/2020;18;Ceuta;;;;;;;
27/02/2020;10;C. Valenciana;8;;;73;3;;
27/02/2020;11;Extremadura;;;;;;;
27/02/2020;12;Galicia;;;;;;;
27/02/2020;13;Madrid;;9;;;;;
27/02/2020;19;Melilla;;;;;;;
27/02/2020;14;Murcia;;;;;;;
27/02/2020;15;Navarra;;;;;;;
27/02/2020;16;Pais Vasco;;;;;;;
27/02/2020;17;La Rioja;;;;;;;
28/02/2020;1;Andalucia;;8;;;;;
28/02/2020;2;Aragon;;;;;;;
28/02/2020;3;Asturias;;;;;;;
28/02/2020;4;Baleares;2;;;;;;
28/02/2020;5;Canarias;6;;;;;;
28/02/2020;6;Cantabria;;;;;;;
28/02/2020;8;Castilla La Mancha;;;;;;;
28/02/2020;7;Castilla y Leon;2;;;;;;
28/02/2020;9;Cataluna;5;;;;;;
28/02/2020;18;Ceuta;;;;;;;
28/02/2020;10;C. Valenciana;10;;;78;3;;
28/02/2020;11;Extremadura;;;;;;;
28/02/2020;12;Galicia;;;;;;;
28/02/2020;13;Madrid;;19;;;;;
28/02/2020;19;Melilla;;;;;;;
28/02/2020;14;Murcia;;;;;;;
28/02/2020;15;Navarra;;;;;;;
28/02/2020;16;Pais Vasco;2;;;;;;
28/02/2020;17;La Rioja;;;;;;;
29/02/2020;1;Andalucia;;12;;;;;
29/02/2020;2;Aragon;;;;;;;
29/02/2020;3;Asturias;1;;;;;;
29/02/2020;4;Baleares;2;;;;;;
29/02/2020;5;Canarias;7;;;;;;
29/02/2020;6;Cantabria;1;;;;;;
29/02/2020;8;Castilla La Mancha;1;;;;;;
29/02/2020;7;Castilla y Leon;2;;;;;;
29/02/2020;9;Cataluna;6;;;;;;
29/02/2020;18;Ceuta;;;;;;;
29/02/2020;10;C. Valenciana;15;;;85;3;;
29/02/2020;11;Extremadura;4;;;;;;
29/02/2020;12;Galicia;;;;;;;
29/02/2020;13;Madrid;;26;;;;;
29/02/2020;19;Melilla;;;;;;;
29/02/2020;14;Murcia;;;;;;;
29/02/2020;15;Navarra;1;;;;;;
29/02/2020;16;Pais Vasco;3;;;;;;
29/02/2020;17;La Rioja;;;;;;;
01/03/2020;1;Andalucia;;12;;;;;
01/03/2020;2;Aragon;;;;;;;
01/03/2020;3;Asturias;1;;;;;;
01/03/2020;4;Baleares;2;;;;;;
01/03/2020;5;Canarias;7;;;;;;
01/03/2020;6;Cantabria;10;;;;;;
01/03/2020;8;Castilla La Mancha;3;;;;;;
01/03/2020;7;Castilla y Leon;2;;;;;;
01/03/2020;9;Cataluna;15;;;;;;
01/03/2020;18;Ceuta;;;;;;;
01/03/2020;10;C. Valenciana;15;;;88;3;;
01/03/2020;11;Extremadura;6;;;;;;
01/03/2020;12;Galicia;;;;;;;
01/03/2020;13;Madrid;;51;;;;;
01/03/2020;19;Melilla;;;;;;;
01/03/2020;14;Murcia;;;;;;;
01/03/2020;15;Navarra;1;;;;;;
01/03/2020;16;Pais Vasco;9;;;;;;
01/03/2020;17;La Rioja;1;;;;;;
02/03/2020;1;Andalucia;;12;;;;;
02/03/2020;2;Aragon;0;;;;;;
02/03/2020;3;Asturias;1;;;;;;
02/03/2020;4;Baleares;2;;;;;;
02/03/2020;5;Canarias;7;;;;;;
02/03/2020;6;Cantabria;10;;;;;;
02/03/2020;8;Castilla La Mancha;7;;;;;;
02/03/2020;7;Castilla y Leon;7;;;;;;
02/03/2020;9;Cataluna;15;;;;;;
02/03/2020;18;Ceuta;0;;;;;;
02/03/2020;10;C. Valenciana;15;;;93;3;;
02/03/2020;11;Extremadura;6;;;;;;
02/03/2020;12;Galicia;0;;;;;;
02/03/2020;13;Madrid;;93;;;;;
02/03/2020;19;Melilla;0;;;;;;
02/03/2020;14;Murcia;0;;;;;;
02/03/2020;15;Navarra;1;;;;;;
02/03/2020;16;Pais Vasco;13;;;;;;
02/03/2020;17;La Rioja;3;;;;;;
03/03/2020;1;Andalucia;;12;;;;;
03/03/2020;2;Aragon;0;;;;;;
03/03/2020;3;Asturias;2;;;;;;
03/03/2020;4;Baleares;5;;;;;;
03/03/2020;5;Canarias;7;;;;;;
03/03/2020;6;Cantabria;10;;;;;;
03/03/2020;8;Castilla La Mancha;12;;;;;;
03/03/2020;7;Castilla y Leon;8;;;;;;
03/03/2020;9;Cataluna;15;;;;;;
03/03/2020;18;Ceuta;0;;;;;;
03/03/2020;10;C. Valenciana;19;;;105;5;;
03/03/2020;11;Extremadura;6;;;;;;
03/03/2020;12;Galicia;1;;;;;;
03/03/2020;13;Madrid;;139;;;;;
03/03/2020;19;Melilla;0;;;;;;
03/03/2020;14;Murcia;0;;;;;;
03/03/2020;15;Navarra;3;;;;;;
03/03/2020;16;Pais Vasco;17;;;;;;
03/03/2020;17;La Rioja;7;;;;;;
04/03/2020;1;Andalucia;;12;;;;;
04/03/2020;2;Aragon;1;;;;;;
04/03/2020;3;Asturias;5;;;;;;
04/03/2020;4;Baleares;6;;;;;;
04/03/2020;5;Canarias;8;;;;;;
04/03/2020;6;Cantabria;10;;;;;;
04/03/2020;8;Castilla La Mancha;13;;;;;;
04/03/2020;7;Castilla y Leon;12;;;;;;
04/03/2020;9;Cataluna;24;;;;;;
04/03/2020;18;Ceuta;0;;;;;;
04/03/2020;10;C. Valenciana;19;;;117;6;;
04/03/2020;11;Extremadura;6;;;;;;
04/03/2020;12;Galicia;1;;;;;;
04/03/2020;13;Madrid;;193;;;;;
04/03/2020;19;Melilla;0;;;;;;
04/03/2020;14;Murcia;0;;;;;;
04/03/2020;15;Navarra;3;;;;;;
04/03/2020;16;Pais Vasco;17;;;;;;
04/03/2020;17;La Rioja;11;;;;;;
05/03/2020;1;Andalucia;;21;;;;;
05/03/2020;2;Aragon;6;;;;;;
05/03/2020;3;Asturias;5;;;;;;
05/03/2020;4;Baleares;6;;;;;;
05/03/2020;5;Canarias;11;;;;;;
05/03/2020;6;Cantabria;10;;;;;;
05/03/2020;8;Castilla La Mancha;15;;;;;;
05/03/2020;7;Castilla y Leon;13;;;;;;
05/03/2020;9;Cataluna;24;;;;;;
05/03/2020;18;Ceuta;0;;;;;;
05/03/2020;10;C. Valenciana;30;;;130;8;;
05/03/2020;11;Extremadura;6;;;;;;
05/03/2020;12;Galicia;3;;;;;;
05/03/2020;13;Madrid;;305;;;;;
05/03/2020;19;Melilla;0;;;;;;
05/03/2020;14;Murcia;0;;;;;;
05/03/2020;15;Navarra;3;;;;;;
05/03/2020;16;Pais Vasco;45;;;;;;
05/03/2020;17;La Rioja;29;;;;;;
06/03/2020;1;Andalucia;;27;;;;;
06/03/2020;2;Aragon;11;;;;;;
06/03/2020;3;Asturias;5;;;;;;
06/03/2020;4;Baleares;6;;;;;;
06/03/2020;5;Canarias;11;;;;;;
06/03/2020;6;Cantabria;10;;;;;;
06/03/2020;8;Castilla La Mancha;15;;;;;;
06/03/2020;7;Castilla y Leon;14;;;;;;
06/03/2020;9;Cataluna;24;;;;;;
06/03/2020;18;Ceuta;0;;;;;;
06/03/2020;10;C. Valenciana;30;;;138;8;;
06/03/2020;11;Extremadura;6;;;;;;
06/03/2020;12;Galicia;3;;;;;;
06/03/2020;13;Madrid;;508;;;;;
06/03/2020;19;Melilla;0;;;;;;
06/03/2020;14;Murcia;0;;;;;;
06/03/2020;15;Navarra;3;;;;;;
06/03/2020;16;Pais Vasco;45;;;;;;
06/03/2020;17;La Rioja;39;;;;;;
07/03/2020;1;Andalucia;;34;;;;;
07/03/2020;2;Aragon;11;;;;;;
07/03/2020;3;Asturias;7;;;;;;
07/03/2020;4;Baleares;8;;;;;;
07/03/2020;5;Canarias;17;;;;;;
07/03/2020;6;Cantabria;12;;;;;;
07/03/2020;8;Castilla La Mancha;15;;;;;;
07/03/2020;7;Castilla y Leon;21;;;;;;
07/03/2020;9;Cataluna;49;;;;;;
07/03/2020;18;Ceuta;0;;;;;;
07/03/2020;10;C. Valenciana;37;;;146;9;;
07/03/2020;11;Extremadura;6;;;;;;
07/03/2020;12;Galicia;5;;;;;;
07/03/2020;13;Madrid;;729;;;;;
07/03/2020;19;Melilla;0;;;;;;
07/03/2020;14;Murcia;1;;;;;;
07/03/2020;15;Navarra;3;;;;;;
07/03/2020;16;Pais Vasco;70;;;;;;
07/03/2020;17;La Rioja;55;;;;;;
08/03/2020;1;Andalucia;;54;;;1;0;11
08/03/2020;2;Aragon;13;;;;3;3;
08/03/2020;3;Asturias;7;;;;2;0;
08/03/2020;4;Baleares;11;;;;1;0;2
08/03/2020;5;Canarias;22;;;;0;0;4
08/03/2020;6;Cantabria;12;;;;0;0;
08/03/2020;8;Castilla La Mancha;26;;;;2;0;2
08/03/2020;7;Castilla y Leon;30;;;;2;0;
08/03/2020;9;Cataluna;59;;;16;5;2;2
08/03/2020;18;Ceuta;0;;;;0;0;
08/03/2020;10;C. Valenciana;37;;;153;9;1;1
08/03/2020;11;Extremadura;7;;;;0;0;1
08/03/2020;12;Galicia;6;;;;2;0;
08/03/2020;13;Madrid;;992;;;53;16;
08/03/2020;19;Melilla;0;;;;0;0;
08/03/2020;14;Murcia;4;;;;0;0;
08/03/2020;15;Navarra;3;;;;1;0;
08/03/2020;16;Pais Vasco;149;;;;5;6;2
08/03/2020;17;La Rioja;81;;;;1;0;
09/03/2020;1;Andalucia;;71;;;1;0;11
09/03/2020;2;Aragon;38;;;;3;4;0
09/03/2020;3;Asturias;22;;;;2;0;1
09/03/2020;4;Baleares;13;;;;1;0;3
09/03/2020;5;Canarias;25;;;;1;0;5
09/03/2020;6;Cantabria;12;;;;0;0;
09/03/2020;8;Castilla La Mancha;39;;;;3;0;2
09/03/2020;7;Castilla y Leon;40;;;;2;0;
09/03/2020;9;Cataluna;82;;;31;7;2;5
09/03/2020;18;Ceuta;;;;;0;0;
09/03/2020;10;C. Valenciana;50;;;171;10;1;1
09/03/2020;11;Extremadura;8;;;;0;0;1
09/03/2020;12;Galicia;22;;;;2;0;
09/03/2020;13;Madrid;;1495;;;77;21;109
09/03/2020;19;Melilla;;;;;0;0;
09/03/2020;14;Murcia;9;;;;0;0;
09/03/2020;15;Navarra;12;;;;2;0;
09/03/2020;16;Pais Vasco;195;;;;5;6;2
09/03/2020;17;La Rioja;144;;;;1;1;
10/03/2020;1;Andalucia;;90;;32;3;0;11
10/03/2020;2;Aragon;45;;;22;3;4;0
10/03/2020;3;Asturias;32;;;12;2;0;1
10/03/2020;4;Baleares;16;;;8;1;0;1
10/03/2020;5;Canarias;37;;;10;1;0;5
10/03/2020;6;Cantabria;12;;;0;0;0;0
10/03/2020;8;Castilla La Mancha;71;;;0;5;0;2
10/03/2020;7;Castilla y Leon;64;;;14;2;0;0
10/03/2020;9;Cataluna;123;;;50;8;3;6
10/03/2020;18;Ceuta;0;;;0;0;0;0
10/03/2020;10;C. Valenciana;65;;;200;12;1;1
10/03/2020;11;Extremadura;9;;;2;1;1;1
10/03/2020;12;Galicia;35;;;7;2;0;0
10/03/2020;13;Madrid;;2198;;0;102;31;157
10/03/2020;19;Melilla;0;;;0;0;0;0
10/03/2020;14;Murcia;11;;;4;0;0;0
10/03/2020;15;Navarra;46;;;10;3;0;0
10/03/2020;16;Pais Vasco;225;;;102;15;6;2
10/03/2020;17;La Rioja;179;;;13;1;2;1
11/03/2020;1;Andalucia;;115;;50;4;0;11
11/03/2020;2;Aragon;64;;;28;3;6;0
11/03/2020;3;Asturias;47;;;12;2;1;1
11/03/2020;4;Baleares;22;;;8;2;1;1
11/03/2020;5;Canarias;51;;;15;3;0;5
11/03/2020;6;Cantabria;16;;;3;0;0;6
11/03/2020;8;Castilla La Mancha;115;;;39;9;1;2
11/03/2020;7;Castilla y Leon;71;;;24;2;0;0
11/03/2020;9;Cataluna;202;;;74;16;6;12
11/03/2020;18;Ceuta;0;;;0;0;0;0
11/03/2020;10;C. Valenciana;76;;;232;15;1;1
11/03/2020;11;Extremadura;19;;;2;1;1;3
11/03/2020;12;Galicia;35;;;7;2;0;0
11/03/2020;13;Madrid;;2921;;0;135;56;157
11/03/2020;19;Melilla;0;;;0;0;0;0
11/03/2020;14;Murcia;26;;;5;1;0;0
11/03/2020;15;Navarra;73;;;17;3;0;0
11/03/2020;16;Pais Vasco;346;;;146;18;11;1
11/03/2020;17;La Rioja;205;;;21;1;2;1
12/03/2020;1;Andalucia;;219;;92;8;0;0
12/03/2020;2;Aragon;80;;;30;3;7;0
12/03/2020;3;Asturias;67;;;16;2;1;1
12/03/2020;4;Baleares;28;;;9;2;1;1
12/03/2020;5;Canarias;70;;;15;3;0;5
12/03/2020;6;Cantabria;29;;;3;0;0;7
12/03/2020;8;Castilla La Mancha;194;;;78;10;5;1
12/03/2020;7;Castilla y Leon;92;;;25;4;0;1
12/03/2020;9;Cataluna;349;;;137;22;9;19
12/03/2020;18;Ceuta;0;;;0;0;0;0
12/03/2020;10;C. Valenciana;94;;;271;22;1;2
12/03/2020;11;Extremadura;39;;;3;1;1;3
12/03/2020;12;Galicia;85;;;15;2;0;0
12/03/2020;13;Madrid;;3703;;1304;180;81;157
12/03/2020;19;Melilla;2;;;3;0;0;0
12/03/2020;14;Murcia;35;;;8;2;0;0
12/03/2020;15;Navarra;130;;;28;4;0;0
12/03/2020;16;Pais Vasco;417;;;179;20;14;2
12/03/2020;17;La Rioja;243;;;27;2;3;1
13/03/2020;1;Andalucia;;269;;92;8;2;0
13/03/2020;2;Aragon;121;;;42;5;7;0
13/03/2020;3;Asturias;92;;;16;2;1;1
13/03/2020;4;Baleares;28;;;9;2;1;1
13/03/2020;5;Canarias;90;;;15;6;1;7
13/03/2020;6;Cantabria;31;;;3;0;0;7
13/03/2020;8;Castilla La Mancha;289;;;78;10;6;5
13/03/2020;7;Castilla y Leon;169;;;25;8;1;2
13/03/2020;9;Cataluna;558;;;200;29;13;32
13/03/2020;18;Ceuta;0;;;0;0;0;0
13/03/2020;10;C. Valenciana;130;;;307;29;4;2
13/03/2020;11;Extremadura;66;;;3;1;2;4
13/03/2020;12;Galicia;115;;;32;7;0;3
13/03/2020;13;Madrid;;4643;;1518;180;86;474
13/03/2020;19;Melilla;3;;;3;0;0;0
13/03/2020;14;Murcia;47;;;8;2;0;0
13/03/2020;15;Navarra;146;;;28;4;0;0
13/03/2020;16;Pais Vasco;521;;;179;22;14;5
13/03/2020;17;La Rioja;278;;;38;2;3;1
14/03/2020;1;Andalucia;;437;;92;8;6;0
14/03/2020;2;Aragon;147;;;59;5;7;0
14/03/2020;3;Asturias;137;;;16;3;1;1
14/03/2020;4;Baleares;42;;;9;2;1;1
14/03/2020;5;Canarias;109;;;15;6;1;7
14/03/2020;6;Cantabria;51;;;3;0;0;10
14/03/2020;8;Castilla La Mancha;401;;;78;10;10;5
14/03/2020;7;Castilla y Leon;223;;;45;8;3;3
14/03/2020;9;Cataluna;742;;;287;40;15;39
14/03/2020;18;Ceuta;1;;;0;0;0;0
14/03/2020;10;C. Valenciana;409;;;339;37;5;2
14/03/2020;11;Extremadura;95;;;8;1;2;4
14/03/2020;12;Galicia;195;;;32;8;2;4
14/03/2020;13;Madrid;;5541;;2337;253;213;474
14/03/2020;19;Melilla;8;;;4;0;0;0
14/03/2020;14;Murcia;71;;;13;2;0;0
14/03/2020;15;Navarra;183;;;34;4;0;0
14/03/2020;16;Pais Vasco;630;;;262;29;23;5
14/03/2020;17;La Rioja;300;;;58;7;3;1
15/03/2020;1;Andalucia;;554;;197;11;7;0
15/03/2020;2;Aragon;174;;;64;7;11;0
15/03/2020;3;Asturias;177;;;16;3;1;3
15/03/2020;4;Baleares;73;;;21;4;1;1
15/03/2020;5;Canarias;119;;;40;9;1;7
15/03/2020;6;Cantabria;58;;;18;2;0;10
15/03/2020;8;Castilla La Mancha;567;;;207;23;17;12
15/03/2020;7;Castilla y Leon;292;;;45;8;6;5
15/03/2020;9;Cataluna;1017;;;375;52;20;45
15/03/2020;18;Ceuta;1;;;0;0;0;0
15/03/2020;10;C. Valenciana;409;;;390;47;5;2
15/03/2020;11;Extremadura;111;;;9;1;2;4
15/03/2020;12;Galicia;245;;;49;9;2;4
15/03/2020;13;Madrid;;6353;;2337;253;213;474
15/03/2020;19;Melilla;8;;;4;0;0;0
15/03/2020;14;Murcia;77;;;13;2;0;1
15/03/2020;15;Navarra;274;;;58;5;1;0
15/03/2020;16;Pais Vasco;630;;;262;29;23;5
15/03/2020;17;La Rioja;312;;;64;13;4;2
16/03/2020;1;Andalucia;;683;;229;13;11;0
16/03/2020;2;Aragon;207;;;74;9;12;0
16/03/2020;3;Asturias;193;;;34;5;1;3
16/03/2020;4;Baleares;92;;;26;4;1;1
16/03/2020;5;Canarias;148;;;56;13;2;8
16/03/2020;6;Cantabria;58;;;18;2;0;10
16/03/2020;8;Castilla La Mancha;567;;;207;23;17;12
16/03/2020;7;Castilla y Leon;431;;;95;24;12;5
16/03/2020;9;Cataluna;1414;;;525;73;23;58
16/03/2020;18;Ceuta;1;;;0;0;0;0
16/03/2020;10;C. Valenciana;541;;;456;52;13;12
16/03/2020;11;Extremadura;153;;;18;2;3;5
16/03/2020;12;Galicia;292;;;49;9;3;7
16/03/2020;13;Madrid;;7612;;3710;340;355;951
16/03/2020;19;Melilla;17;;;4;0;0;0
16/03/2020;14;Murcia;97;;;18;3;0;1
16/03/2020;15;Navarra;313;;;72;10;2;0
16/03/2020;16;Pais Vasco;765;;;309;33;36;11
16/03/2020;17;La Rioja;355;;;82;13;5;2
17/03/2020;1;Andalucia;;859;;319;21;19;38
17/03/2020;2;Aragon;226;;;81;9;13;0
17/03/2020;3;Asturias;242;;;45;5;1;4
17/03/2020;4;Baleares;112;;;29;4;1;4
17/03/2020;5;Canarias;181;;;73;17;3;8
17/03/2020;6;Cantabria;68;;;25;3;1;10
17/03/2020;8;Castilla La Mancha;675;;;277;29;28;15
17/03/2020;7;Castilla y Leon;668;;;281;43;22;5
17/03/2020;9;Cataluna;1866;;;679;101;33;79
17/03/2020;18;Ceuta;1;;;0;0;0;0
17/03/2020;10;C. Valenciana;726;;;530;65;22;16
17/03/2020;11;Extremadura;194;;;27;3;6;6
17/03/2020;12;Galicia;341;;;63;12;3;7
17/03/2020;13;Madrid;;9558;;3778;491;390;951
17/03/2020;19;Melilla;20;;;4;0;0;0
17/03/2020;14;Murcia;122;;;22;4;0;1
17/03/2020;15;Navarra;386;;;93;10;3;0
17/03/2020;16;Pais Vasco;973;;;353;37;40;14
17/03/2020;17;La Rioja;419;;;99;13;5;2
18/03/2020;1;Andalucia;;1008;;384;25;23;33
18/03/2020;2;Aragon;281;;;101;14;15;0
18/03/2020;3;Asturias;292;;;61;6;1;4
18/03/2020;4;Baleares;169;;;31;7;2;6
18/03/2020;5;Canarias;220;;;82;23;3;9
18/03/2020;6;Cantabria;83;;;40;4;1;10
18/03/2020;8;Castilla La Mancha;801;;;313;37;42;27
18/03/2020;7;Castilla y Leon;868;;;362;54;29;27
18/03/2020;9;Cataluna;2702;;;825;118;53;103
18/03/2020;18;Ceuta;1;;;0;0;0;0
18/03/2020;10;C. Valenciana;921;;;647;85;24;19
18/03/2020;11;Extremadura;241;;;36;3;8;6
18/03/2020;12;Galicia;453;;;100;15;4;4
18/03/2020;13;Madrid;;11307;;5168;590;498;941
18/03/2020;19;Melilla;23;;;4;0;0;0
18/03/2020;14;Murcia;167;;;36;6;0;1
18/03/2020;15;Navarra;482;;;132;11;4;0
18/03/2020;16;Pais Vasco;1190;;;455;44;53;18
18/03/2020;17;La Rioja;468;;;121;15;5;2
19/03/2020;1;Andalucia;;1287;;501;38;30;36
19/03/2020;2;Aragon;360;;;127;28;17;0
19/03/2020;3;Asturias;344;;;87;7;2;12
19/03/2020;4;Baleares;203;;;48;10;2;10
19/03/2020;5;Canarias;287;;;115;25;4;9
19/03/2020;6;Cantabria;144;;;61;7;1;10
19/03/2020;8;Castilla La Mancha;1044;;;313;37;42;27
19/03/2020;7;Castilla y Leon;1147;;;476;69;43;37
19/03/2020;9;Cataluna;3270;;;994;175;93;147
19/03/2020;18;Ceuta;5;;;0;0;0;0
19/03/2020;10;C. Valenciana;1105;;;777;101;33;20
19/03/2020;11;Extremadura;297;;;44;4;10;7
19/03/2020;12;Galicia;578;;;138;19;5;5
19/03/2020;13;Madrid;;13351;;6338;678;628;1186
19/03/2020;19;Melilla;24;;;5;1;0;0
19/03/2020;14;Murcia;204;;;47;11;0;1
19/03/2020;15;Navarra;554;;;172;19;5;1
19/03/2020;16;Pais Vasco;1465;;;550;53;71;21
19/03/2020;17;La Rioja;497;;;122;15;7;13
20/03/2020;1;Andalucia;;1515;;605;53;40;36
20/03/2020;2;Aragon;424;;;192;33;22;0
20/03/2020;3;Asturias;486;;;133;12;5;16
20/03/2020;4;Baleares;246;;;60;14;4;11
20/03/2020;5;Canarias;348;;;139;29;7;7
20/03/2020;6;Cantabria;215;;;92;9;2;11
20/03/2020;8;Castilla La Mancha;1423;;;635;65;84;38
20/03/2020;7;Castilla y Leon;1466;;;629;85;55;54
20/03/2020;9;Cataluna;4203;;;1681;271;122;192
20/03/2020;18;Ceuta;5;;;0;0;0;0
20/03/2020;10;C. Valenciana;1363;;;947;129;50;25
20/03/2020;11;Extremadura;354;;;65;6;12;8
20/03/2020;12;Galicia;739;;;168;29;9;6
20/03/2020;13;Madrid;;15675;;7388;767;804;1542
20/03/2020;19;Melilla;25;;;8;1;0;0
